province_s,province_l,feature_id,date,people_vaccinated,people_fully_vaccinated,source,flag
CPS,Champasak,4,3 June 2021,38841,29196,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4310426102315384/,1
ATP,Attapeu,1,3 June 2021,11544,3225,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4310426102315384/,1
XSB,Xaysomboun,15,3 June 2021,2703,984,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4310426102315384/,1
CENTRE,Central Hospitals,99,6 June 2021,73411,36283,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
VTE,Vientiane Capital,13,6 June 2021,159809,58196,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
PHO,Phongsaly,10,6 June 2021,5602,2246,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
LNT,Luangnamtha,7,6 June 2021,18122,10849,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
ODX,Oudomxay,9,6 June 2021,19621,4918,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
BK,Bokeo,2,6 June 2021,70347,53827,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
LPB,Luangprabang,8,6 June 2021,33976,17235,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
HPH,Huaphanh,5,6 June 2021,13725,4273,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
XYB,Xayabury,0,6 June 2021,38972,16673,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
XK,Xiengkhuang,17,6 June 2021,18784,7400,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
VTP,Vientiane,14,6 June 2021,46595,17941,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
BKX,Borikhamxay,3,6 June 2021,25103,12492,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
KHM,Khammuane,6,6 June 2021,27928,9346,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
SVK,Savannakhet,12,6 June 2021,53313,15972,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
SLV,Saravane,11,6 June 2021,20007,8589,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
SK,Sekong,16,6 June 2021,4479,2722,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
CPS,Champasak,4,6 June 2021,42652,29510,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
ATP,Attapeu,1,6 June 2021,11645,3807,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
XSB,Xaysomboun,15,6 June 2021,2703,1123,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4319514818073179,0
CENTRE,Central Hospitals,99,8 June 2021,73411,39769,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
VTE,Vientiane Capital,13,8 June 2021,160006,64423,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
PHO,Phongsaly,10,8 June 2021,6072,2357,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
LNT,Luangnamtha,7,8 June 2021,18122,10885,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
ODX,Oudomxay,9,8 June 2021,19647,5653,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
BK,Bokeo,2,8 June 2021,71055,56662,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
LPB,Luangprabang,8,8 June 2021,34136,18940,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
HPH,Huaphanh,5,8 June 2021,13736,4660,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
XYB,Xayabury,0,8 June 2021,39044,18386,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
XK,Xiengkhuang,17,8 June 2021,19956,8064,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
VTP,Vientiane,14,8 June 2021,46595,21048,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
BKX,Borikhamxay,3,8 June 2021,25103,12681,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
KHM,Khammuane,6,8 June 2021,28824,10870,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
SVK,Savannakhet,12,8 June 2021,53331,18733,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
SLV,Saravane,11,8 June 2021,20533,8865,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
SK,Sekong,16,8 June 2021,4516,2833,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
CPS,Champasak,4,8 June 2021,45798,29584,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
ATP,Attapeu,1,8 June 2021,11786,4603,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
XSB,Xaysomboun,15,8 June 2021,2703,1216,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4324769240881070,1
CENTRE,Central Hospitals,99,11 June 2021,78419,48852,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
VTE,Vientiane Capital,13,11 June 2021,162731,72556,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
PHO,Phongsaly,10,11 June 2021,7165,2618,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
LNT,Luangnamtha,7,11 June 2021,18122,14001,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
ODX,Oudomxay,9,11 June 2021,20220,8488,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
BK,Bokeo,2,11 June 2021,72468,57884,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
LPB,Luangprabang,8,11 June 2021,34224,21406,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
HPH,Huaphanh,5,11 June 2021,13737,4745,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
XYB,Xayabury,0,11 June 2021,39290,22223,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
XK,Xiengkhuang,17,11 June 2021,21403,8697,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
VTP,Vientiane,14,11 June 2021,46595,23735,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
BKX,Borikhamxay,3,11 June 2021,25163,13173,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
KHM,Khammuane,6,11 June 2021,32888,14945,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
SVK,Savannakhet,12,11 June 2021,53578,21295,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
SLV,Saravane,11,11 June 2021,20677,11722,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
SK,Sekong,16,11 June 2021,4673,2934,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
CPS,Champasak,4,11 June 2021,46943,29627,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
ATP,Attapeu,1,11 June 2021,11794,5240,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
XSB,Xaysomboun,15,11 June 2021,2703,1307,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4334242449933749,1
CENTRE,Central Hospitals,99,15 June 2021,79045,52725,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
VTE,Vientiane Capital,13,15 June 2021,162742,78457,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
PHO,Phongsaly,10,15 June 2021,8261,2954,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
LNT,Luangnamtha,7,15 June 2021,18122,14740,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
ODX,Oudomxay,9,15 June 2021,21257,9553,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
BK,Bokeo,2,15 June 2021,72955,58883,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
LPB,Luangprabang,8,15 June 2021,34232,24243,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
HPH,Huaphanh,5,15 June 2021,13743,5479,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
XYB,Xayabury,0,15 June 2021,39606,24327,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
XK,Xiengkhuang,17,15 June 2021,22034,9429,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
VTP,Vientiane,14,15 June 2021,46595,25430,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
BKX,Borikhamxay,3,15 June 2021,25180,13606,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
KHM,Khammuane,6,15 June 2021,34972,15780,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
SVK,Savannakhet,12,15 June 2021,53680,24657,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
SLV,Saravane,11,15 June 2021,20677,13953,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
SK,Sekong,16,15 June 2021,4764,3211,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
CPS,Champasak,4,15 June 2021,47199,29645,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
ATP,Attapeu,1,15 June 2021,11795,6190,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
XSB,Xaysomboun,15,15 June 2021,2703,1523,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4344955522195775,0
CENTRE,Central Hospitals,99,20 June 2021,86719,58642,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
VTE,Vientiane Capital,13,20 June 2021,206950,89402,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
PHO,Phongsaly,10,20 June 2021,9159,3485,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
LNT,Luangnamtha,7,20 June 2021,18630,15540,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
ODX,Oudomxay,9,20 June 2021,24572,10860,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
BK,Bokeo,2,20 June 2021,73009,60712,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
LPB,Luangprabang,8,20 June 2021,34438,26661,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
HPH,Huaphanh,5,20 June 2021,13743,5809,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
XYB,Xayabury,0,20 June 2021,39612,28076,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
XK,Xiengkhuang,17,20 June 2021,23548,11393,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
VTP,Vientiane,14,20 June 2021,46595,27082,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
BKX,Borikhamxay,3,20 June 2021,25922,17481,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
KHM,Khammuane,6,20 June 2021,35731,17507,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
SVK,Savannakhet,12,20 June 2021,53785,29869,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
SLV,Saravane,11,20 June 2021,21270,14552,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
SK,Sekong,16,20 June 2021,4833,3521,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
CPS,Champasak,4,20 June 2021,47307,29700,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
ATP,Attapeu,1,20 June 2021,11814,7633,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
XSB,Xaysomboun,15,20 June 2021,2915,1810,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1594657613892260/4358284747529519,1
CENTRE,Central Hospitals,99,24 June 2021,101053,62607,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
VTE,Vientiane Capital,13,24 June 2021,270515,107792,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
PHO,Phongsaly,10,24 June 2021,9553,4085,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
LNT,Luangnamtha,7,24 June 2021,18724,15775,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
ODX,Oudomxay,9,24 June 2021,28264,13884,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
BK,Bokeo,2,24 June 2021,73009,62198,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
LPB,Luangprabang,8,24 June 2021,34768,27793,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
HPH,Huaphanh,5,24 June 2021,13766,6636,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
XYB,Xayabury,0,24 June 2021,40021,30730,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
XK,Xiengkhuang,17,24 June 2021,24901,12711,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
VTP,Vientiane,14,24 June 2021,46959,33595,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
BKX,Borikhamxay,3,24 June 2021,28307,18648,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
KHM,Khammuane,6,24 June 2021,36983,18877,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
SVK,Savannakhet,12,24 June 2021,53865,35929,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
SLV,Saravane,11,24 June 2021,21270,15960,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
SK,Sekong,16,24 June 2021,4880,3644,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
CPS,Champasak,4,24 June 2021,47308,31428,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
ATP,Attapeu,1,24 June 2021,11814,8666,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
XSB,Xaysomboun,15,24 June 2021,3410,2045,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4369516496406344,1
CENTRE,Central Hospitals,99,28 June 2021,102082,65145,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
VTE,Vientiane Capital,13,28 June 2021,300257,114382,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
PHO,Phongsaly,10,28 June 2021,9990,5319,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
LNT,Luangnamtha,7,28 June 2021,18724,15787,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
ODX,Oudomxay,9,28 June 2021,34001,16164,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
BK,Bokeo,2,28 June 2021,73011,62368,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
LPB,Luangprabang,8,28 June 2021,35068,30177,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
HPH,Huaphanh,5,28 June 2021,13786,7104,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
XYB,Xayabury,0,28 June 2021,40174,31048,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
XK,Xiengkhuang,17,28 June 2021,25902,13213,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
VTP,Vientiane,14,28 June 2021,46595,38272,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
BKX,Borikhamxay,3,28 June 2021,32597,20748,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
KHM,Khammuane,6,28 June 2021,37219,19633,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
SVK,Savannakhet,12,28 June 2021,54097,39444,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
SLV,Saravane,11,28 June 2021,21270,15970,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
SK,Sekong,16,28 June 2021,4916,3830,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
CPS,Champasak,4,28 June 2021,50272,34549,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
ATP,Attapeu,1,28 June 2021,11814,8828,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
XSB,Xaysomboun,15,28 June 2021,4323,2215,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4381156528575674,0
CENTRE,Central Hospitals,99,29 June 2021,102488,65604,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
VTE,Vientiane Capital,13,29 June 2021,300529,115255,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
PHO,Phongsaly,10,29 June 2021,9990,6291,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
LNT,Luangnamtha,7,29 June 2021,18724,15787,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
ODX,Oudomxay,9,29 June 2021,34525,16378,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
BK,Bokeo,2,29 June 2021,73011,63775,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
LPB,Luangprabang,8,29 June 2021,35068,30703,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
HPH,Huaphanh,5,29 June 2021,13790,7299,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
XYB,Xayabury,0,29 June 2021,40424,32131,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
XK,Xiengkhuang,17,29 June 2021,26371,13983,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
VTP,Vientiane,14,29 June 2021,46803,40650,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
BKX,Borikhamxay,3,29 June 2021,33102,20039,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
KHM,Khammuane,6,29 June 2021,37407,19633,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
SVK,Savannakhet,12,29 June 2021,54227,41043,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
SLV,Saravane,11,29 June 2021,21270,15970,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
SK,Sekong,16,29 June 2021,5029,3905,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
CPS,Champasak,4,29 June 2021,51667,35417,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
ATP,Attapeu,1,29 June 2021,11814,8967,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
XSB,Xaysomboun,15,29 June 2021,4459,2365,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4384606048230722,1
CENTRE,Central Hospitals,99,1 July 2021,104831,71646,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
VTE,Vientiane Capital,13,1 July 2021,302647,119210,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
PHO,Phongsaly,10,1 July 2021,10076,7672,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
LNT,Luangnamtha,7,1 July 2021,20885,15787,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
ODX,Oudomxay,9,1 July 2021,34870,16571,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
BK,Bokeo,2,1 July 2021,73011,63849,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
LPB,Luangprabang,8,1 July 2021,35787,30925,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
HPH,Huaphanh,5,1 July 2021,13790,7890,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
XYB,Xayabury,0,1 July 2021,40424,33105,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
XK,Xiengkhuang,17,1 July 2021,26981,14727,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
VTP,Vientiane,14,1 July 2021,48199,42207,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
BKX,Borikhamxay,3,1 July 2021,33238,22123,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
KHM,Khammuane,6,1 July 2021,37489,20810,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
SVK,Savannakhet,12,1 July 2021,54295,42766,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
SLV,Saravane,11,1 July 2021,21850,16190,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
SK,Sekong,16,1 July 2021,5283,4135,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
CPS,Champasak,4,1 July 2021,52278,35639,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
ATP,Attapeu,1,1 July 2021,11814,9506,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
XSB,Xaysomboun,15,1 July 2021,4782,2646,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4389913524366641,1
CENTRE,Central Hospitals,99,3 July 2021,105441,72963,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
VTE,Vientiane Capital,13,3 July 2021,302683,119841,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
PHO,Phongsaly,10,3 July 2021,10076,8292,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
LNT,Luangnamtha,7,3 July 2021,23577,15787,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
ODX,Oudomxay,9,3 July 2021,34870,16625,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
BK,Bokeo,2,3 July 2021,73011,63885,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
LPB,Luangprabang,8,3 July 2021,36856,31090,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
HPH,Huaphanh,5,3 July 2021,14006,9364,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
XYB,Xayabury,0,3 July 2021,40485,33105,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
XK,Xiengkhuang,17,3 July 2021,28465,16779,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
VTP,Vientiane,14,3 July 2021,49476,42787,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
BKX,Borikhamxay,3,3 July 2021,33296,22534,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
KHM,Khammuane,6,3 July 2021,37737,21122,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
SVK,Savannakhet,12,3 July 2021,54855,42905,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
SLV,Saravane,11,3 July 2021,22975,17598,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
SK,Sekong,16,3 July 2021,5518,4138,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
CPS,Champasak,4,3 July 2021,52475,36558,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
ATP,Attapeu,1,3 July 2021,11814,9772,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
XSB,Xaysomboun,15,3 July 2021,5219,2687,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4395539627137364,0
CENTRE,Central Hospitals,99,5 July 2021,106197,74216,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
VTE,Vientiane Capital,13,5 July 2021,304218,121477,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
PHO,Phongsaly,10,5 July 2021,10076,8414,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
LNT,Luangnamtha,7,5 July 2021,26831,15787,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
ODX,Oudomxay,9,5 July 2021,34889,16702,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
BK,Bokeo,2,5 July 2021,73011,64163,https://www.facebook.com/CCEH.MoH.Lao/photos/a.1594657613892260/4401390823218911,0
